CityName, Population, Latitude, Longitude
Sainte-Anne-de-la-P�rade,2031,46.614475,-72.226292
Batiscan,958,46.496061,-72.28237
Sainte-Genevi�ve-de-Batiscan,1028,46.537028,-72.340837
Champlain,1807,46.4431,-72.370123
Saint-Luc-de-Vincennes,519,46.489445,-72.419181
Saint-Maurice,3432,46.473456,-72.539894
Notre-Dame-du-Mont-Carmel,6121,46.486432,-72.657885
Saint-Narcisse,1801,46.570713,-72.495923
Saint-Stanislas,1001,46.625486,-72.413195
Saint-Prosper-de-Champlain,482,46.62594,-72.292865
Saint-Sylv�re,786,46.233841,-72.223944
B�cancour,13561,46.336413,-72.357838
Sainte-Marie-de-Blandford,443,46.33715,-72.150593
Lemieux,292,46.285003,-72.075764
Manseau,807,46.352516,-71.97446
Sainte-Fran�oise,467,46.45443,-71.940937
Sainte-Sophie-de-L�vrard,704,46.406434,-72.109931
Fortierville,660,46.474512,-72.050649
Parisville,396,46.517254,-72.066148
Sainte-C�cile-de-L�vrard,349,46.478594,-72.126192
Saint-Pierre-les-Becquets,1183,46.480363,-72.198453
Deschaillons-sur-Saint-Laurent,906,46.543335,-72.115318
W�linak,194,46.325886,-72.42232
Saints-Martyrs-Canadiens,277,45.846694,-71.544471
Ham-Nord,857,45.876608,-71.642688
Notre-Dame-de-Ham,414,45.916819,-71.716031
Saint-R�mi-de-Tingwick,446,45.851904,-71.843888
Tingwick,1484,45.880412,-71.940349
Chesterville,877,45.975423,-71.808838
Sainte-H�l�ne-de-Chester,384,46.026685,-71.713595
Saint-Norbert-d'Arthabaska,1247,46.085854,-71.811419
Saint-Christophe-d'Arthabaska,3111,46.018043,-71.883563
Victoriaville,47760,46.062997,-71.969442
Warwick,4729,45.951116,-71.999048
Saint-Albert,1640,45.997122,-72.103797
Sainte-�lizabeth-de-Warwick,383,45.926079,-72.097346
Kingsey Falls,1986,45.853242,-72.08194
Sainte-S�raphine,441,45.920341,-72.184307
Sainte-Clotilde-de-Horton,1563,45.990248,-72.238436
Saint-Samuel,765,46.068389,-72.20344
Saint-Val�re,1188,46.067887,-72.096634
Saint-Rosaire,932,46.163873,-72.025299
Daveluyville,2360,46.170695,-72.135042
Maddington Falls,428,46.232309,-72.137813
Saint-Louis-de-Blandford,1076,46.255045,-72.012489
Ham-Sud,214,45.772829,-71.572289
Saint-Adrien,522,45.820511,-71.719646
Wotton,1402,45.752228,-71.804592
Saint-Camille,551,45.700998,-71.712783
Saint-Georges-de-Windsor,958,45.679368,-71.850915
Val-des-Sources,7088,45.769907,-71.939686
Danville,3888,45.800325,-72.047638
Saint-Isidore-de-Clifton,673,45.259864,-71.49682
Chartierville,319,45.321294,-71.246597
La Patrie,805,45.400405,-71.247089
Newport,698,45.388765,-71.475365
Cookshire-Eaton,5344,45.380072,-71.672365
Ascot Corner,3368,45.449401,-71.766151
East Angus,3840,45.482335,-71.658169
Westbury,1097,45.475815,-71.633101
Bury,1252,45.51171,-71.496974
Hampden,193,45.500569,-71.198737
Scotstown,459,45.524119,-71.278472
Lingwick,456,45.609894,-71.352216
Weedon,2667,45.69677,-71.450291
Dudswell,1755,45.616032,-71.594011
Stoke,3014,45.53444,-71.804184
Saint-Fran�ois-Xavier-de-Brompton,2469,45.53173,-72.05
Saint-Denis-de-Brompton,4594,45.432093,-72.104625
Racine,1340,45.487021,-72.191336
Bonsecours,650,45.416136,-72.277008
Lawrenceville,618,45.435361,-72.338821
Sainte-Anne-de-la-Rochelle,625,45.406583,-72.406039
Valcourt,2139,45.496825,-72.314372
Valcourt,1029,45.481512,-72.340459
Maricourt,456,45.57394,-72.317071
Kingsbury,142,45.580935,-72.134088
Melbourne,1096,45.587703,-72.163872
Ulverton,433,45.694934,-72.239852
Windsor,5294,45.569765,-71.997863
Val-Joli,1671,45.567461,-71.932381
Richmond,3259,45.662108,-72.139828
Saint-Claude,1141,45.677518,-71.975464
Cleveland,1581,45.684219,-72.108313
Sherbrooke,172950,45.403074,-71.963284
Saint-Malo,514,45.18617,-71.511434
Saint-Venant-de-Paquette,69,45.132018,-71.481977
East Hereford,282,45.050489,-71.539072
Saint-Herm�n�gilde,690,45.085774,-71.654905
Dixville,732,45.047655,-71.747758
Coaticook,8867,45.095502,-71.826316
Barnston-Ouest,546,45.083943,-71.956576
Stanstead-Est,642,45.096981,-72.0366
Sainte-Edwidge-de-Clifton,546,45.202693,-71.683222
Martinville,441,45.262847,-71.696665
Compton,3270,45.224368,-71.826553
Waterville,2307,45.306294,-71.87569
Stanstead,2824,45.016325,-72.110717
Ogden,761,45.042147,-72.153508
Stanstead,1148,45.125842,-72.175116
Potton,2012,45.073102,-72.364744
Ayer's Cliff,1180,45.175714,-72.049974
Hatley,771,45.190812,-71.961931
North Hatley,675,45.275506,-71.982141
Hatley,2230,45.302016,-71.943616
Sainte-Catherine-de-Hatley,2741,45.235015,-72.04741
Magog,28312,45.243732,-72.169151
Saint-Beno�t-du-Lac,43,45.168328,-72.261795
Austin,1748,45.21828,-72.260417
Eastman,2279,45.336219,-72.286899
Bolton-Est,1108,45.205879,-72.337687
Saint-�tienne-de-Bolton,816,45.26707,-72.370829
Stukely-Sud,1142,45.347779,-72.414692
Orford,5007,45.352139,-72.185728
Abercorn,341,45.043788,-72.663749
Frelighsburg,1123,45.052232,-72.810141
Saint-Armand,1228,45.050979,-73.017803
Pike River,503,45.113152,-73.071062
Stanbridge Station,291,45.112943,-73.023313
Bedford,2558,45.121494,-72.981894
Bedford,658,45.09412,-72.995841
Stanbridge East,834,45.119154,-72.914559
Dunham,3599,45.146725,-72.798279
Sutton,4548,45.103188,-72.573776
Bolton-Ouest,732,45.241916,-72.446518
Brome,341,45.180881,-72.569872
Lac-Brome,5923,45.214751,-72.626897
Bromont,11357,45.301289,-72.688698
Cowansville,15234,45.206184,-72.761488
East Farnham,612,45.238055,-72.776478
Brigham,2282,45.27727,-72.822278
Saint-Ignace-de-Stanbridge,677,45.185714,-72.928534
Notre-Dame-de-Stanbridge,691,45.171932,-73.031742
Sainte-Sabine,1105,45.226196,-73.019431
Farnham,10149,45.281814,-72.960949
Saint-Alphonse-de-Granby,3341,45.324023,-72.82036
Granby,69025,45.400779,-72.746068
Waterloo,4920,45.339257,-72.533706
Warden,362,45.375428,-72.517202
Shefford,7253,45.373941,-72.630875
Saint-Joachim-de-Shefford,1476,45.448618,-72.523474
Roxton Pond,4224,45.474961,-72.64294
Sainte-C�cile-de-Milton,2195,45.493421,-72.756082
B�thanie,350,45.510868,-72.442016
Roxton Falls,1322,45.577866,-72.524031
Roxton,1115,45.544825,-72.550723
Sainte-Christine,772,45.604377,-72.412749
Acton Vale,7605,45.637919,-72.559214
Upton,2046,45.651392,-72.683227
Saint-Th�odore-d'Acton,1564,45.691512,-72.562906
Saint-Nazaire-d'Acton,880,45.738342,-72.623095
Saint-F�lix-de-Kingsey,1493,45.792425,-72.189848
Durham-Sud,1051,45.651155,-72.32927
Lefebvre,925,45.711333,-72.413125
L'Avenir,1350,45.760216,-72.298063
Saint-Lucien,1801,45.857454,-72.272133
Wickham,2587,45.764345,-72.497653
Saint-Germain-de-Grantham,4922,45.828196,-72.598593
Drummondville,79258,45.868196,-72.482629
Saint-Cyrille-de-Wendover,4920,45.930629,-72.422558
Notre-Dame-du-Bon-Conseil,1708,45.997376,-72.349994
Notre-Dame-du-Bon-Conseil,885,45.985141,-72.378876
Sainte-Brigitte-des-Saults,737,46.006976,-72.493399
Saint-Majorique-de-Grantham,1384,45.933909,-72.582036
Saint-Edmond-de-Grantham,804,45.883804,-72.674326
Saint-Eug�ne,1139,45.80702,-72.695321
Saint-Guillaume,1491,45.878128,-72.769274
Saint-Bonaventure,1066,45.943288,-72.686363
Saint-Pie-de-Guire,446,45.999731,-72.760254
Sainte-Eulalie,984,46.10577,-72.246115
Aston-Jonction,441,46.168101,-72.237347
Saint-Wenceslas,1167,46.16726,-72.320954
Saint-C�lestin,892,46.213518,-72.432913
Saint-C�lestin,594,46.202586,-72.461367
Saint-L�onard-d'Aston,2530,46.096874,-72.369969
Sainte-Perp�tue,916,46.080595,-72.467201
Sainte-Monique,519,46.156924,-72.53373
Grand-Saint-Esprit,488,46.167836,-72.48825
Nicolet,8620,46.224047,-72.615434
La Visitation-de-Yamaska,295,46.11251,-72.633622
Saint-Z�phirin-de-Courval,707,46.067627,-72.616023
Saint-Elph�ge,251,46.042774,-72.693193
Baie-du-Febvre,961,46.158579,-72.756526
Pierreville,2104,46.111609,-72.825584
Saint-Fran�ois-du-Lac,1898,46.067452,-72.892392
Odanak,481,46.077771,-72.815553
Maskinong�,2323,46.197789,-73.005672
Louiseville,7340,46.230022,-72.921068
Yamachiche,2813,46.290168,-72.815069
Saint-Barnab�,1186,46.402089,-72.870703
Saint-S�v�re,337,46.360766,-72.899218
Saint-L�on-le-Grand,863,46.352348,-72.96963
Sainte-Ursule,1355,46.31412,-73.071173
Saint-Justin,961,46.267174,-73.099647
Saint-�douard-de-Maskinong�,798,46.333943,-73.15811
Sainte-Ang�le-de-Pr�mont,631,46.375771,-73.065363
Saint-Paulin,1541,46.420684,-73.025216
Saint-Alexis-des-Monts,2999,46.60647,-73.178381
Saint-Mathieu-du-Parc,1482,46.640676,-72.911197
Saint-�lie-de-Caxton,1934,46.498437,-72.971638
Charette,1034,46.441595,-72.924047
Saint-Boniface,5156,46.537085,-72.84825
Saint-�tienne-des-Gr�s,4539,46.427103,-72.766214
Lavaltrie,14425,45.902278,-73.341642
Lanoraie,5134,45.987768,-73.246876
Sainte-�lisabeth,1390,46.094527,-73.350612
Berthierville,4386,46.082077,-73.186712
Sainte-Genevi�ve-de-Berthier,2253,46.089702,-73.248303
Saint-Ignace-de-Loyola,2048,46.112207,-73.059443
La Visitation-de-l'�le-Dupas,684,46.119653,-73.097252
Saint-Barth�lemy,2087,46.209965,-73.169337
Saint-Cuthbert,1821,46.181461,-73.243847
Saint-Norbert,1060,46.189623,-73.314899
Saint-Cl�ophas-de-Brandon,254,46.229102,-73.391701
Saint-Gabriel,2803,46.297239,-73.382282
Saint-Gabriel-de-Brandon,2684,46.275199,-73.424957
Saint-Didace,688,46.350655,-73.251688
Mandeville,2363,46.441437,-73.38875
Saint-David,872,45.928465,-72.826473
Massueville,547,45.910693,-72.933476
Saint-Aim�,405,45.919012,-72.941155
Saint-Robert,1813,45.971882,-72.99951
Sainte-Victoire-de-Sorel,2457,45.949233,-73.091077
Saint-Ours,1723,45.88577,-73.127475
Saint-Roch-de-Richelieu,2573,45.894301,-73.169665
Saint-Joseph-de-Sorel,1581,46.045369,-73.135989
Sorel-Tracy,35165,46.013375,-73.112615
Sainte-Anne-de-Sorel,2731,46.061483,-73.028495
Yamaska,1736,46.027554,-72.932821
Saint-G�rard-Majella,240,46.007162,-72.859796
Saint-Pie,5847,45.512201,-72.896868
Saint-Damase,2447,45.519066,-73.006996
Sainte-Madeleine,2268,45.595226,-73.0936
Sainte-Marie-Madeleine,2876,45.592169,-73.045667
La Pr�sentation,2638,45.689084,-73.061116
Saint-Hyacinthe,57239,45.636459,-72.939817
Saint-Dominique,2741,45.57597,-72.81877
Saint-Val�rien-de-Milton,1767,45.564941,-72.7082
Saint-Liboire,3036,45.650815,-72.767689
Saint-Simon,1386,45.705101,-72.852692
Sainte-H�l�ne-de-Bagot,1696,45.734994,-72.738389
Saint-Hugues,1340,45.793296,-72.841812
Saint-Barnab�-Sud,962,45.751727,-72.93055
Saint-Jude,1326,45.777371,-72.993616
Saint-Bernard-de-Michaudville,616,45.825515,-73.060508
Saint-Louis,740,45.85473,-72.977046
Saint-Marcel-de-Richelieu,507,45.860707,-72.898248
Ange-Gardien,2889,45.349157,-72.891784
Saint-Paul-d'Abbotsford,2886,45.436841,-72.879856
Saint-C�saire,5972,45.411274,-72.992883
Sainte-Ang�le-de-Monnoir,1828,45.392763,-73.099745
Rougemont,2696,45.442873,-73.046981
Marieville,11332,45.432612,-73.157676
Richelieu,5742,45.410734,-73.228243
Saint-Mathias-sur-Richelieu,4544,45.474395,-73.220787
Venise-en-Qu�bec,1899,45.080834,-73.150852
Saint-Georges-de-Clarenceville,1154,45.04886,-73.203685
Noyan,1418,45.04817,-73.296049
Lacolle,2708,45.057187,-73.367645
Saint-Valentin,418,45.137506,-73.33883
Saint-Paul-de-l'�le-aux-Noix,2141,45.137418,-73.269044
Henryville,1497,45.120228,-73.215022
Saint-S�bastien,692,45.164594,-73.13933
Saint-Alexandre,2678,45.231102,-73.123151
Sainte-Anne-de-Sabrevois,2143,45.21704,-73.233998
Saint-Blaise-sur-Richelieu,2092,45.211698,-73.332464
Saint-Jean-sur-Richelieu,97873,45.317413,-73.295732
Mont-Saint-Gr�goire,3136,45.333191,-73.157794
Sainte-Brigide-d'Iberville,1428,45.354795,-73.074881
Chambly,31444,45.431908,-73.28828
Carignan,11740,45.447647,-73.327543
Saint-Basile-le-Grand,17053,45.52584,-73.27948
McMasterville,5936,45.54668,-73.232679
Otterburn Park,8479,45.538814,-73.208139
Saint-Jean-Baptiste,3179,45.514348,-73.119967
Mont-Saint-Hilaire,18859,45.569063,-73.165979
Beloeil,24104,45.583524,-73.214591
Saint-Mathieu-de-Beloeil,2952,45.605136,-73.245926
Saint-Marc-sur-Richelieu,2245,45.701471,-73.218121
Saint-Charles-sur-Richelieu,1735,45.645947,-73.170441
Saint-Denis-sur-Richelieu,2339,45.759726,-73.129905
Saint-Antoine-sur-Richelieu,1738,45.803906,-73.201767
Brossard,91525,45.446621,-73.456243
Saint-Lambert,22761,45.493675,-73.506629
Boucherville,41743,45.596343,-73.429902
Saint-Bruno-de-Montarville,26273,45.532598,-73.344907
Longueuil,254483,45.512292,-73.436984
Sainte-Julie,30045,45.598909,-73.329518
Saint-Amable,13322,45.65595,-73.29956
Varennes,21198,45.683643,-73.406399
Verch�res,5759,45.753757,-73.329401
Calixa-Lavall�e,509,45.754143,-73.259469
Contrecoeur,9480,45.86685,-73.226085
Charlemagne,6302,45.725695,-73.491734
Repentigny,86100,45.758076,-73.476308
Saint-Sulpice,3360,45.828849,-73.349145
L'Assomption,23442,45.858376,-73.427426
L'�piphanie,8883,45.849346,-73.499161
Saint-Paul,6566,45.937392,-73.396319
Crabtree,4155,45.978183,-73.486573
Saint-Pierre,286,46.007771,-73.487671
Joliette,21384,46.012918,-73.42862
Saint-Thomas,3496,46.019372,-73.327317
Notre-Dame-des-Prairies,9471,46.050387,-73.419226
Saint-Charles-Borrom�e,15285,46.042071,-73.47661
Saint-Ambroise-de-Kildare,4090,46.069368,-73.567164
Notre-Dame-de-Lourdes,3141,46.091217,-73.430955
Sainte-M�lanie,3250,46.139715,-73.536747
Saint-F�lix-de-Valois,6975,46.170658,-73.428789
Saint-Jean-de-Matha,4838,46.254056,-73.532751
Sainte-B�atrix,2170,46.217976,-73.643451
Saint-Alphonse-Rodriguez,3339,46.18315,-73.713141
Sainte-Marcelline-de-Kildare,1795,46.105319,-73.630249
Rawdon,11719,46.05877,-73.746461
Chertsey,5295,46.117843,-73.891769
Entrelacs,1054,46.127389,-74.005584
Notre-Dame-de-la-Merci,1097,46.256025,-74.038558
Saint-Donat,4561,46.321127,-74.224564
Saint-C�me,2583,46.279282,-73.810364
Sainte-�m�lie-de-l'�nergie,1741,46.331992,-73.687625
Saint-Damien,2393,46.369689,-73.537253
Saint-Z�non,1317,46.532246,-73.766888
Saint-Michel-des-Saints,2496,46.695624,-73.880287
Communaut� Atikamekw de Manawan,2000,47.212047,-74.386911
Lac-Minaki,0,46.850766,-73.482913
Lac-Devenyns,5,47.062083,-73.847659
Baie-de-la-Bouteille,10,46.797674,-73.97002
Lac-Matawin,10,46.889329,-74.29362
Lac-Legendre,0,46.734589,-74.348727
Saint-Guillaume-Nord,102,46.432424,-73.977774
Lac-des-Dix-Milles,0,46.477424,-74.336647
Lac-Sant�,0,46.627692,-74.478469
Baie-Obaoca,0,47.590572,-74.430969
Lac-Cabasta,0,47.515652,-74.534029
Baie-Atibenne,0,47.289491,-74.465044
Lac-du-Taureau,0,47.242181,-74.649581
Sainte-Marie-Salom�,1221,45.934323,-73.494873
Saint-Jacques,4302,45.961199,-73.571278
Saint-Alexis,1370,45.945586,-73.642843
Saint-Esprit,2011,45.904596,-73.665462
Saint-Roch-de-l'Achigan,5453,45.844783,-73.594991
Saint-Roch-Ouest,262,45.865993,-73.664688
Saint-Lin--Laurentides,24030,45.861582,-73.762324
Saint-Calixte,6792,45.946346,-73.880921
Sainte-Julienne,11173,45.968846,-73.729314
Saint-Liguori,2066,46.022043,-73.574737
Terrebonne,119944,45.710647,-73.67678
Mascouche,51183,45.766821,-73.607513
Laval,438366,45.605014,-73.725634
Montr�al-Est,4394,45.627872,-73.530738
Montr�al,1762949,45.507557,-73.723071
Westmount,19658,45.48544,-73.600295
Montr�al-Ouest,5115,45.453349,-73.649449
C�te-Saint-Luc,34504,45.468552,-73.667832
Hampstead,7037,45.480647,-73.644579
Mont-Royal,20953,45.510636,-73.65178
Dorval,19302,45.450644,-73.752211
L'�le-Dorval,30,45.43232,-73.74209
Pointe-Claire,33488,45.439895,-73.804711
Kirkland,19413,45.450204,-73.864149
Beaconsfield,19277,45.424767,-73.861357
Baie-D'Urf�,3764,45.416561,-73.915528
Sainte-Anne-de-Bellevue,5027,45.426513,-73.933697
Senneville,951,45.436813,-73.951808
Dollard-Des Ormeaux,48403,45.488638,-73.816276
Saint-Mathieu,2339,45.316362,-73.521845
Saint-Philippe,7597,45.344263,-73.447729
La Prairie,26406,45.400943,-73.466
Candiac,22997,45.377139,-73.513557
Delson,8328,45.374658,-73.541872
Sainte-Catherine,17347,45.403687,-73.567629
Saint-Constant,29954,45.344771,-73.605346
Saint-Isidore,2769,45.299969,-73.683337
Mercier,14626,45.308339,-73.743329
Ch�teauguay,50815,45.364464,-73.744352
L�ry,2390,45.349343,-73.800958
Kahnawake,,45.399124,-73.690118
Saint-Bernard-de-Lacolle,1542,45.066699,-73.45422
Hemmingford,829,45.046331,-73.586762
Hemmingford,1995,45.073845,-73.600685
Sainte-Clotilde,2646,45.155667,-73.670472
Saint-Patrice-de-Sherrington,1963,45.159582,-73.530393
Napierville,4020,45.188289,-73.402178
Saint-Cyprien-de-Napierville,1735,45.14501,-73.422603
Saint-Jacques-le-Mineur,1766,45.272647,-73.428989
Saint-�douard,1365,45.238274,-73.507869
Saint-Michel,3521,45.235486,-73.569416
Saint-R�mi,8957,45.256205,-73.641216
Havelock,756,45.052477,-73.78206
Franklin,1635,45.044822,-73.889313
Saint-Chrysostome,2582,45.114973,-73.772117
Howick,850,45.191554,-73.855514
Tr�s-Saint-Sacrement,1189,45.150674,-73.879631
Ormstown,3917,45.117691,-73.995954
Hinchinbrooke,2187,45.031916,-74.073781
Elgin,389,45.028256,-74.250007
Huntingdon,2556,45.088563,-74.177145
Godmanchester,1403,45.084494,-74.236
Sainte-Barbe,1609,45.178381,-74.218361
Saint-Anicet,2754,45.121526,-74.339861
Dundee,386,45.028706,-74.491975
Akwesasne,,45.002033,-74.568449
Saint-Urbain-Premier,1332,45.215284,-73.731187
Sainte-Martine,5664,45.250321,-73.803506
Beauharnois,13638,45.300179,-73.88971
Saint-�tienne-de-Beauharnois,1099,45.223983,-73.906782
Saint-Louis-de-Gonzague,1950,45.21363,-73.99467
Saint-Stanislas-de-Kostka,1852,45.197454,-74.126963
Salaberry-de-Valleyfield,42787,45.267267,-74.077126
Rivi�re-Beaudette,2489,45.217972,-74.32349
Saint-T�lesphore,754,45.293165,-74.391846
Saint-Polycarpe,2372,45.304186,-74.331691
Saint-Zotique,9618,45.232988,-74.26772
Les Coteaux,5643,45.27484,-74.235554
Coteau-du-Lac,7473,45.300111,-74.182443
Saint-Clet,1700,45.351021,-74.225666
Les C�dres,7184,45.339909,-74.085797
Pointe-des-Cascades,1775,45.330388,-73.966251
L'�le-Perrot,11638,45.394381,-73.959789
Notre-Dame-de-l'�le-Perrot,11427,45.370081,-73.89695
Pincourt,14751,45.371266,-73.983175
Terrasse-Vaudreuil,1887,45.39062,-73.988824
Vaudreuil-Dorion,43268,45.398765,-74.043316
Vaudreuil-sur-le-Lac,1361,45.421645,-74.035693
L'�le-Cadieux,120,45.434826,-74.015425
Hudson,5411,45.462096,-74.151257
Saint-Lazare,22354,45.405178,-74.162852
Sainte-Marthe,1014,45.3985,-74.324547
Sainte-Justine-de-Newton,947,45.365398,-74.402237
Tr�s-Saint-R�dempteur,978,45.423573,-74.382993
Rigaud,7854,45.476606,-74.314897
Pointe-Fortune,582,45.540034,-74.377575
Saint-Eustache,45276,45.576344,-73.932887
Deux-Montagnes,17915,45.541071,-73.903387
Sainte-Marthe-sur-le-Lac,19797,45.525633,-73.935719
Pointe-Calumet,6281,45.496502,-73.965903
Saint-Joseph-du-Lac,7031,45.536789,-74.023097
Oka,3968,45.486655,-74.062829
Saint-Placide,1784,45.529926,-74.204766
Kanesatake,,45.477264,-74.111298
Boisbriand,28308,45.618041,-73.858455
Sainte-Th�r�se,26533,45.640779,-73.830888
Blainville,59819,45.676826,-73.86318
Rosem�re,14090,45.63812,-73.797172
Lorraine,9502,45.66593,-73.782858
Bois-des-Filion,10159,45.670705,-73.760558
Sainte-Anne-des-Plaines,15221,45.761514,-73.820608
Mirabel,61108,45.642895,-74.050513
Saint-Colomban,17740,45.739954,-74.135267
Saint-J�r�me,80213,45.795524,-74.039699
Sainte-Sophie,18080,45.829798,-73.917581
Pr�vost,13692,45.875922,-74.056314
Saint-Hippolyte,10669,45.923019,-73.99878
Saint-Andr�-d'Argenteuil,3053,45.561113,-74.316769
Lachute,14100,45.668891,-74.300163
Gore,2283,45.767042,-74.265353
Mille-Isles,1721,45.819088,-74.203207
Wentworth,682,45.788087,-74.352838
Brownsburg-Chatham,7247,45.66994,-74.453227
Grenville-sur-la-Rouge,2883,45.714341,-74.620579
Grenville,1816,45.626302,-74.599305
Harrington,967,45.858694,-74.62325
Est�rel,262,46.043541,-74.028018
Sainte-Marguerite-du-Lac-Masson,3367,46.05605,-74.121861
Sainte-Ad�le,14010,45.965974,-74.120652
Piedmont,3476,45.898399,-74.122394
Sainte-Anne-des-Lacs,3862,45.846477,-74.127418
Saint-Sauveur,11580,45.875466,-74.192414
Morin-Heights,4678,45.902559,-74.260265
Lac-des-Seize-�les,175,45.901075,-74.477705
Wentworth-Nord,1672,45.813975,-74.475125
Saint-Adolphe-d'Howard,3824,45.960926,-74.357629
Val-Morin,3123,45.999276,-74.20325
Val-David,5558,46.032512,-74.210215
Lantier,891,46.16434,-74.254009
Sainte-Lucie-des-Laurentides,1445,46.108001,-74.199196
Sainte-Agathe-des-Monts,11211,46.072264,-74.30272
Ivry-sur-le-Lac,391,46.072246,-74.378683
Saint-Faustin--Lac-Carr�,3780,46.076728,-74.449023
Barkmere,81,45.993283,-74.566188
Montcalm,632,45.967419,-74.503918
Arundel,578,45.986639,-74.606843
Huberdeau,863,45.98918,-74.662764
Amherst,1728,46.057417,-74.785551
Br�beuf,1009,46.083122,-74.673563
Lac-Sup�rieur,1972,46.345925,-74.447796
Val-des-Lacs,750,46.220348,-74.381449
Mont-Tremblant,10992,46.171245,-74.599408
La Conception,1527,46.161104,-74.746295
Labelle,2765,46.278141,-74.748134
Lac-Tremblant-Nord,60,46.246173,-74.658288
La Minerve,1421,46.219414,-74.942399
Doncaster,,46.141711,-74.100619
Notre-Dame-du-Laus,1730,46.120136,-75.474272
Notre-Dame-de-Pontmain,790,46.275408,-75.650387
Lac-du-Cerf,445,46.305182,-75.508594
Saint-Aim�-du-Lac-des-�les,815,46.406967,-75.555733
Kiamika,790,46.395547,-75.380958
Nominingue,2255,46.396378,-75.046835
Rivi�re-Rouge,4631,46.491618,-74.950426
La Macaza,1094,46.341646,-74.707989
L'Ascension,899,46.573291,-74.803335
Lac-Saguay,526,46.500599,-75.147962
Chute-Saint-Philippe,1039,46.68671,-75.157785
Lac-des-�corces,2885,46.562638,-75.309205
Mont-Laurier,14180,46.56256,-75.5946
Ferme-Neuve,2716,46.790889,-75.556155
Lac-Saint-Paul,525,46.747128,-75.244935
Mont-Saint-Michel,581,46.847316,-75.223097
Sainte-Anne-du-Lac,556,46.921076,-75.35701
Lac-de-la-Pomme,0,47.215131,-74.557323
Lac-Akonapwehikan,0,47.500142,-74.490018
Lac-Wagwabika,0,47.611406,-74.660694
Lac-Bazinet,0,47.513877,-74.973314
Lac-De La Bidi�re,0,47.409096,-75.175937
Lac-Oscar,0,47.108437,-74.826722
Lac-de-la-Maison-de-Pierre,0,46.843694,-74.587958
Baie-des-Chaloupes,0,46.567489,-74.526112
Lac-Douaire,5,47.07505,-75.257591
Lac-Ernest,0,46.251518,-75.189056
Lac-Marguerite,0,46.954267,-76.003144
Fassett,453,45.657022,-74.836511
Montebello,934,45.653201,-74.946561
Notre-Dame-de-Bonsecours,285,45.78213,-74.884658
Notre-Dame-de-la-Paix,675,45.807777,-74.96468
Saint-Andr�-Avellin,3562,45.731734,-75.052913
Papineauville,2153,45.650507,-75.00791
Plaisance,1129,45.626779,-75.107002
Thurso,3084,45.602206,-75.242767
Lochaber,446,45.620543,-75.197422
Lochaber-Partie-Ouest,926,45.603655,-75.298775
Mayo,704,45.681444,-75.300045
Saint-Sixte,490,45.6985,-75.207226
Ripon,1735,45.796371,-75.137449
Mulgrave-et-Derry,461,45.762338,-75.367848
Montpellier,1112,45.893692,-75.216216
Lac-Simon,1057,45.930111,-75.100064
Ch�n�ville,848,45.895461,-75.015247
Namur,633,45.888441,-74.926863
Boileau,405,45.908112,-74.777887
Saint-�mile-de-Suffolk,512,45.94143,-74.911018
Lac-des-Plages,548,46.010484,-74.925727
Duhamel,569,46.060282,-75.148128
Val-des-Bois,920,45.909577,-75.460357
Bowman,667,45.902213,-75.685436
Gatineau,291041,45.509445,-75.629357
L'Ange-Gardien,6102,45.628331,-75.452304
Notre-Dame-de-la-Salette,841,45.782312,-75.557435
Val-des-Monts,13328,45.692848,-75.685268
Cantley,11449,45.591782,-75.762025
Chelsea,8000,45.526415,-75.867433
Pontiac,6142,45.565901,-76.217744
La P�che,8636,45.676833,-76.060424
Denholm,546,45.808666,-75.844457
Low,1020,45.830785,-75.997526
Kazabazua,1037,45.951509,-76.077401
Lac-Sainte-Marie,677,45.962038,-75.87023
Gracefield,2376,46.111004,-75.979861
Cayamant,895,46.178006,-76.215644
Blue Sea,696,46.199778,-76.099591
Bouchette,695,46.198325,-75.887093
Sainte-Th�r�se-de-la-Gatineau,588,46.272123,-75.878303
Messines,1655,46.261496,-76.055622
Maniwaki,3757,46.381058,-75.980182
D�l�age,1916,46.325528,-75.844701
Egan-Sud,508,46.408225,-75.98693
Bois-Franc,411,46.524548,-75.980847
Montcerf-Lytton,653,46.594199,-76.030441
Aumond,754,46.491712,-75.823821
Grand-Remous,1159,46.698757,-75.861378
Kitigan Zibi,1204,46.337119,-76.047579
Lac-Rapide,,47.257678,-76.706574
Lac-Pythonga,0,47.04605,-76.530481
Cascades-Malignes,0,46.791341,-76.115044
Lac-Len�tre,0,47.4411,-75.895685
Lac-Moselle,0,47.594543,-75.631741
D�p�t-�chouani,0,47.839145,-75.624669
Bristol,1199,45.550956,-76.370771
Shawville,1668,45.606995,-76.498237
Clarendon,1392,45.639834,-76.583841
Portage-du-Fort,232,45.593929,-76.661649
Bryson,646,45.663067,-76.620506
Campbell's Bay,705,45.727109,-76.596808
L'�le-du-Grand-Calumet,648,45.764565,-76.674538
Litchfield,500,45.788416,-76.611091
Thorne,528,45.756449,-76.402401
Alleyn-et-Cawood,229,45.914563,-76.190071
Otter Lake,1041,45.941812,-76.434655
Fort-Coulonge,1312,45.839454,-76.736778
Mansfield-et-Pontefract,2250,46.023179,-76.679041
Waltham,387,46.065078,-76.886524
L'Isle-aux-Allumettes,1382,45.873769,-77.052642
